"person_id","person_type","crash_record_id","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1852704","DRIVER","c2163ad2cae52abd05cfd04eb3262c74e9b76648f5b50b7ffbc630472aaf514cd3bf2e6f4b6342e9a7c5f9d5724a1374ee048c22bc077a020b9ca0a368b5456a","1764921","2024-06-28T18:00:00.000",,"UNKNOWN","XX",,"M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852625","DRIVER","de22f26aecac765e8e3ddc32a4e51d30df4dd184dff5b863567ba6a1aebc948b7dbe6681f79107657df56faeebf68196bc5f6a16b3812398a994e6a69f1106bf","1764827","2024-06-28T18:00:00.000",,"CHICAGO","IL","60659","M","29","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852626","DRIVER","de22f26aecac765e8e3ddc32a4e51d30df4dd184dff5b863567ba6a1aebc948b7dbe6681f79107657df56faeebf68196bc5f6a16b3812398a994e6a69f1106bf","1764833","2024-06-28T18:00:00.000",,"CHICAGO","IL","60645","M","31","IL","A","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852613","DRIVER","69814e25e8f2b95da5bba76d99354ec42f1e8c7661e2598e2dc121acf113b73ffd40172a217964809322f6dd10cce9e07fb8dedac962086b6f894b72e34e2042","1764819","2024-06-28T17:50:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852614","DRIVER","69814e25e8f2b95da5bba76d99354ec42f1e8c7661e2598e2dc121acf113b73ffd40172a217964809322f6dd10cce9e07fb8dedac962086b6f894b72e34e2042","1764826","2024-06-28T17:50:00.000",,"EVANSTON","IL","60202","F","43","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852539","DRIVER","8a8eb0f52ebd2e3a34a53c92de2a27fefb6820b440952742a64ff24a884e7cd5353e3d755ced52ed531fb8c67923ec16c4f053ca41198aac0658d2225e7059e5","1764744","2024-06-28T17:50:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852540","DRIVER","8a8eb0f52ebd2e3a34a53c92de2a27fefb6820b440952742a64ff24a884e7cd5353e3d755ced52ed531fb8c67923ec16c4f053ca41198aac0658d2225e7059e5","1764748","2024-06-28T17:50:00.000",,"HAMMOND","IN","46324","M","57","IN","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852537","DRIVER","bb3d594feaeeb043c27e0f5ae153785786ff41d198f7f164cb1a5907d91b89d75ea31514a2541652406b3bef9e3fa98989da45ff60bbd88ce5a62c5b179d640c","1764747","2024-06-28T17:50:00.000",,"HANOVER PARK","IL","60133","M","40","IL","A","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852538","DRIVER","bb3d594feaeeb043c27e0f5ae153785786ff41d198f7f164cb1a5907d91b89d75ea31514a2541652406b3bef9e3fa98989da45ff60bbd88ce5a62c5b179d640c","1764757","2024-06-28T17:50:00.000",,"CHICAGO","IL","60625","M","55","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P409716","PASSENGER","bb3d594feaeeb043c27e0f5ae153785786ff41d198f7f164cb1a5907d91b89d75ea31514a2541652406b3bef9e3fa98989da45ff60bbd88ce5a62c5b179d640c","1764747","2024-06-28T17:50:00.000","3","HANOVER PARK","IL","60133","M","57",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409719","PASSENGER","bb3d594feaeeb043c27e0f5ae153785786ff41d198f7f164cb1a5907d91b89d75ea31514a2541652406b3bef9e3fa98989da45ff60bbd88ce5a62c5b179d640c","1764757","2024-06-28T17:50:00.000","3","CHGO","IL","60639","M","18",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1852905","DRIVER","de214f168aec1263bd1efe1143741dbb16d94e990f87a7d7e7e59e6c18e2c76924f1d6cbfaf914233c5baf624a0ff9cc06a54800fd375be43846b54d7c5d41e6","1765132","2024-06-28T17:50:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852906","DRIVER","de214f168aec1263bd1efe1143741dbb16d94e990f87a7d7e7e59e6c18e2c76924f1d6cbfaf914233c5baf624a0ff9cc06a54800fd375be43846b54d7c5d41e6","1765119","2024-06-28T17:50:00.000",,"CHICAGO","IL",,"F","40",,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852541","DRIVER","0f9f8da178987eb6a5e3f2a90da2226e662a253bdee69236a946fdcd90e527f98ce573e2a3ab65a4622e92a4f0613ecac2dea43978a380a6def8a3627f1869ae","1764751","2024-06-28T17:45:00.000",,"CHICAGO","IL","60634","F","37","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852542","DRIVER","0f9f8da178987eb6a5e3f2a90da2226e662a253bdee69236a946fdcd90e527f98ce573e2a3ab65a4622e92a4f0613ecac2dea43978a380a6def8a3627f1869ae","1764762","2024-06-28T17:45:00.000",,"CHICAGO","IL","60630","F","78","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P409718","PASSENGER","0f9f8da178987eb6a5e3f2a90da2226e662a253bdee69236a946fdcd90e527f98ce573e2a3ab65a4622e92a4f0613ecac2dea43978a380a6def8a3627f1869ae","1764751","2024-06-28T17:45:00.000","3","CHICAGO","IL","60634","F","54",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853181","DRIVER","c09d790eb1d4b28fb45381e290293f7fc0388e90b8e9889e999233378bada000649e9b189090af3e2a886f36b5e5ef3683a01b043eee3d437fa5f9460402cf6c","1765364","2024-06-28T17:45:00.000",,"MADISON","WI","53719","F","48","WI","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853182","DRIVER","c09d790eb1d4b28fb45381e290293f7fc0388e90b8e9889e999233378bada000649e9b189090af3e2a886f36b5e5ef3683a01b043eee3d437fa5f9460402cf6c","1765373","2024-06-28T17:45:00.000",,"CHICAGO","IL","60643","M","56","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852599","DRIVER","a66934cb6bfff611f22316ad7febaf4562c1aa037ef23a77b1cedd8ccf8a51cb0399d697f1209d7c239ffe74a4ba48ca3a82ce6c162e6483ffadebf70f314c1e","1764805","2024-06-28T17:34:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852600","DRIVER","a66934cb6bfff611f22316ad7febaf4562c1aa037ef23a77b1cedd8ccf8a51cb0399d697f1209d7c239ffe74a4ba48ca3a82ce6c162e6483ffadebf70f314c1e","1764811","2024-06-28T17:34:00.000",,"CHICAGO","IL","60649","F","33","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853263","DRIVER","abfcddac524f12dc3c1a7e52fee03376e858cafb0588027ebd4aefce388ed1c0726722d16c7149e42f4caf837ef61a9d10776df58aa16c1b56645063b0fcc6a3","1765457","2024-06-28T17:30:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853264","DRIVER","abfcddac524f12dc3c1a7e52fee03376e858cafb0588027ebd4aefce388ed1c0726722d16c7149e42f4caf837ef61a9d10776df58aa16c1b56645063b0fcc6a3","1765468","2024-06-28T17:30:00.000",,"CHICAGO","IL","60653","M","58","IL","B","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852547","DRIVER","8b64465c4782aa0974f4d454a98c7554add41d2c6f802bf33a665a12bfb8ff730a784c765ad0da22bf128d9dc345998b6211a5c56867d183cef2d97cf30daef0","1764760","2024-06-28T17:26:00.000",,"CHICAGO","IL","60651","F","36","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852548","DRIVER","8b64465c4782aa0974f4d454a98c7554add41d2c6f802bf33a665a12bfb8ff730a784c765ad0da22bf128d9dc345998b6211a5c56867d183cef2d97cf30daef0","1764766","2024-06-28T17:26:00.000",,"CHICAGO","IL","60621","M","58","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852527","DRIVER","231ea114b2665f1a8fd907a31559907612a9cedb8c48257e3701125d03034719545e4b45e81b336a893becc42a8dbb6a567e5ccfea6db6401b2641303291ccd0","1764730","2024-06-28T17:25:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852528","DRIVER","231ea114b2665f1a8fd907a31559907612a9cedb8c48257e3701125d03034719545e4b45e81b336a893becc42a8dbb6a567e5ccfea6db6401b2641303291ccd0","1764743","2024-06-28T17:25:00.000",,"CHICAGO","IL","60628","F","36","IL","D","USAGE UNKNOWN","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852529","DRIVER","2c55756e34cc793e76a6c59549db01046700e5dcbccf230b634c3a7226730c92a033b181a60a83a436fef4d573080a49e2b9f015669506afc1a1a352c8ddcf15","1764740","2024-06-28T17:25:00.000",,"KENT","WA","98032","M","26","WA",,"SAFETY BELT USED","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852530","DRIVER","2c55756e34cc793e76a6c59549db01046700e5dcbccf230b634c3a7226730c92a033b181a60a83a436fef4d573080a49e2b9f015669506afc1a1a352c8ddcf15","1764746","2024-06-28T17:25:00.000",,"NILES","IL","60714","F","46","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852509","DRIVER","14490222d3b7fbe7d23f923d640266a0fc0c8c9c9faedd20991abe46cfa0748240855bc3249a5cac885c9da6b5522af4b82d6731ceafd95edea792451100e1ba","1764713","2024-06-28T17:20:00.000",,"CHICAGO","IL","60632","M","25","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852510","DRIVER","14490222d3b7fbe7d23f923d640266a0fc0c8c9c9faedd20991abe46cfa0748240855bc3249a5cac885c9da6b5522af4b82d6731ceafd95edea792451100e1ba","1764720","2024-06-28T17:20:00.000",,"CHICAGO","IL","60652","F","58","IL","D","SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852630","DRIVER","51833d1ff51051db743c3b36af4a03cd0823bfc44f9596f57ebab95ffc41c8512fa55365e895527870a770d42e1a08c2105734b7f150b7f2686a3b4e66125e5e","1764835","2024-06-28T17:20:00.000",,"CHICAGO","IL","60639","F","50","IL","D","NONE PRESENT","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852631","DRIVER","51833d1ff51051db743c3b36af4a03cd0823bfc44f9596f57ebab95ffc41c8512fa55365e895527870a770d42e1a08c2105734b7f150b7f2686a3b4e66125e5e","1764842","2024-06-28T17:20:00.000",,"CHICAGO","IL","60639","F","68","IL","D","NONE PRESENT","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY","REFUSED",,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P409744","PASSENGER","51833d1ff51051db743c3b36af4a03cd0823bfc44f9596f57ebab95ffc41c8512fa55365e895527870a770d42e1a08c2105734b7f150b7f2686a3b4e66125e5e","1764842","2024-06-28T17:20:00.000","3","CHICAGO","IL","6063","M","81",,,"SAFETY BELT USED","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"O1852525","DRIVER","b0f04a97cc48478b74674923a8f9b69fc5c372d1f4c73ad0c1d6e1aeb73b627c4da7a513d4f7198b4ebae2c60c8ea61114ee38f4e4b17e6fdf4d2c20b1509151","1764732","2024-06-28T17:20:00.000",,"BARTLETT","IL","60103","F","44","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852526","DRIVER","b0f04a97cc48478b74674923a8f9b69fc5c372d1f4c73ad0c1d6e1aeb73b627c4da7a513d4f7198b4ebae2c60c8ea61114ee38f4e4b17e6fdf4d2c20b1509151","1764736","2024-06-28T17:20:00.000",,"GREENFIELD","WI","53220","M","65","WI","DM","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852678","DRIVER","149f33fc92416d4838c75ba41e26579b099f59c6efead00dba09798d0781736424d58c5b152169c31e3a187b48e30159923a4ec52b69a3da0eb86e179f40972e","1764893","2024-06-28T17:15:00.000",,"CHICAGO","IL","60625","M","48","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852679","DRIVER","149f33fc92416d4838c75ba41e26579b099f59c6efead00dba09798d0781736424d58c5b152169c31e3a187b48e30159923a4ec52b69a3da0eb86e179f40972e","1764931","2024-06-28T17:15:00.000",,"CHICAGO","IL","60618","F","49","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852497","DRIVER","4885eb25700ce8cd2e7cdba5e940c2fe101798129e3480931ab2595c1a50752c109ecf89d475c52fb0314d31e2f7be4e02055cb1cae72e1f6e61b91a483ee5ea","1764703","2024-06-28T17:10:00.000",,"CHICAGO","IL",,"M","59","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409703","PASSENGER","4885eb25700ce8cd2e7cdba5e940c2fe101798129e3480931ab2595c1a50752c109ecf89d475c52fb0314d31e2f7be4e02055cb1cae72e1f6e61b91a483ee5ea","1764703","2024-06-28T17:10:00.000","3","ITTA BENA","MS","38941","M","79",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409707","PASSENGER","4885eb25700ce8cd2e7cdba5e940c2fe101798129e3480931ab2595c1a50752c109ecf89d475c52fb0314d31e2f7be4e02055cb1cae72e1f6e61b91a483ee5ea","1764728","2024-06-28T17:10:00.000","1",,"IL",,,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409714","PASSENGER","4885eb25700ce8cd2e7cdba5e940c2fe101798129e3480931ab2595c1a50752c109ecf89d475c52fb0314d31e2f7be4e02055cb1cae72e1f6e61b91a483ee5ea","1764728","2024-06-28T17:10:00.000","2",,,,,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1852487","DRIVER","1f1d766fdb8931635796c914e95b6030e47a394d6cb726ab24922937aa3c1bcacf5241c3d26c3fcd446bc63defe003618d41aa7c6264c75f28c6cfa65268beb8","1764690","2024-06-28T17:04:00.000",,"PARK FOREST","IL","60466","F","29","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852488","DRIVER","1f1d766fdb8931635796c914e95b6030e47a394d6cb726ab24922937aa3c1bcacf5241c3d26c3fcd446bc63defe003618d41aa7c6264c75f28c6cfa65268beb8","1764706","2024-06-28T17:04:00.000",,"CHICAGO","IL","60621","M","48","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","N/A","N/A",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409705","PASSENGER","1f1d766fdb8931635796c914e95b6030e47a394d6cb726ab24922937aa3c1bcacf5241c3d26c3fcd446bc63defe003618d41aa7c6264c75f28c6cfa65268beb8","1764706","2024-06-28T17:04:00.000","3",,,,"M",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","N/A","N/A","N/A",,,,,,,,,
"O1852475","DRIVER","d5b6768b0832c2ee7ea3b1e92a70d5c3aea5464b9e8176c8aa2bb667ac70e9eca65c757ff75e66b915e16a0bd829d1f3e8f935f0a04cb0a9223c205e8e162dbb","1764684","2024-06-28T17:00:00.000",,"CHICAGO","IL","60707","M","19","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852476","DRIVER","d5b6768b0832c2ee7ea3b1e92a70d5c3aea5464b9e8176c8aa2bb667ac70e9eca65c757ff75e66b915e16a0bd829d1f3e8f935f0a04cb0a9223c205e8e162dbb","1764692","2024-06-28T17:00:00.000",,"OAK PARK","IL","60302","M","19","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852477","DRIVER","d5b6768b0832c2ee7ea3b1e92a70d5c3aea5464b9e8176c8aa2bb667ac70e9eca65c757ff75e66b915e16a0bd829d1f3e8f935f0a04cb0a9223c205e8e162dbb","1764705","2024-06-28T17:00:00.000",,"CHICAGO","IL","60644","M","45","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852515","DRIVER","eeffc46a020e4c6fba15ebc1141ae2b583d8dd5f46888f22f4b8497310e68068814bfe9ed3780e67866406db1dbe949972735f52d8356703d3f55de1205f9370","1764719","2024-06-28T17:00:00.000",,"CHICAGO","IL",,"F","33","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852470","DRIVER","cd251277f205fca72df34318b0906932c129cf5243e57d6121fa80584bea4e070dee3328cc369f9ba25a1bb49b81570e3f4d3f94625431d9a1ec9cae861d330e","1764673","2024-06-28T16:56:00.000",,"CHICAGO","IL","60623","M","20","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852471","DRIVER","cd251277f205fca72df34318b0906932c129cf5243e57d6121fa80584bea4e070dee3328cc369f9ba25a1bb49b81570e3f4d3f94625431d9a1ec9cae861d330e","1764686","2024-06-28T16:56:00.000",,"CHICAGO","IL","60641","M","27","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852480","DRIVER","d4cd5b7b0f936caba4ab2a2d50a478c3abde28d735e9d66beba2b608f33f11dd5244ed4fe287c1063ed578663535c5d9e85f76574b762ffa2ab368bcc8c8124b","1764701","2024-06-28T16:56:00.000",,"CHICAGO","IL","60651","M","28","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852481","DRIVER","d4cd5b7b0f936caba4ab2a2d50a478c3abde28d735e9d66beba2b608f33f11dd5244ed4fe287c1063ed578663535c5d9e85f76574b762ffa2ab368bcc8c8124b","1764714","2024-06-28T16:56:00.000",,"CHICAGO","IL","60624","M","59","IL","D","USAGE UNKNOWN","NOT APPLICABLE","UNKNOWN","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852485","DRIVER","d480bafbbad81371ce8081c1fc5bac9534ecf481ce78cd085228eb0bac7229fad30b8b29fd412aae28ae8570d793e8a2acf71628cf9140e3d604f5b99a5701d6","1764694","2024-06-28T16:50:00.000",,"CICERO","IL","60804","F","35","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852486","DRIVER","d480bafbbad81371ce8081c1fc5bac9534ecf481ce78cd085228eb0bac7229fad30b8b29fd412aae28ae8570d793e8a2acf71628cf9140e3d604f5b99a5701d6","1764715","2024-06-28T16:50:00.000",,"RIVER FOREST","IL","60305","F","27","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852474","DRIVER","dda48097deb7462645b6e431fa137a9c7cda5c8ef201065a03b7bf372f19519faf637c6d044d207c968be60529da48d4422a77449441180fe413b0391c81bd2a","1764699","2024-06-28T16:50:00.000",,,,,"M","0","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852513","DRIVER","b466a0bcd25dd4e2cb81528b30227a20411c618ab4a4bb919e51e93a01a64f203d12b26705aa18c1bfb17a3a40c43cf8879d6023b8a632da8b14080d8af0adbd","1764712","2024-06-28T16:46:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852451","DRIVER","b73284ce9e4f4f3b33af24d642a1951fd612aee8048ed8383c554d3983497d1b96a3f3725f23b0ff560bb11dd708c3f5244f1c8cfcc313a9ae94f7b768a5bef5","1764660","2024-06-28T16:46:00.000",,"CHICAGO","IL","60628","M","47","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852452","DRIVER","b73284ce9e4f4f3b33af24d642a1951fd612aee8048ed8383c554d3983497d1b96a3f3725f23b0ff560bb11dd708c3f5244f1c8cfcc313a9ae94f7b768a5bef5","1764647","2024-06-28T16:46:00.000",,"CHICAGO","IL","60653","M","37","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852461","DRIVER","163668cee01639c290ff87ed37cb80eacf9b14fe6f0fbb2395f771a247748ed719a7d318226f673951ba1810bf9598ee052098e06b40b0d5fdf3a65b818f5b32","1764669","2024-06-28T16:45:00.000",,"CHICAGO","IL","60634","M","69","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852462","PEDESTRIAN","163668cee01639c290ff87ed37cb80eacf9b14fe6f0fbb2395f771a247748ed719a7d318226f673951ba1810bf9598ee052098e06b40b0d5fdf3a65b818f5b32",,"2024-06-28T16:45:00.000",,"CHICAGO","IL","60647","F","30",,,"NONE PRESENT",,,"NONINCAPACITATING INJURY",,,,"NONE","UNKNOWN","NORMAL","CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION)","NO CONTRASTING CLOTHING","IN CROSSWALK","TEST NOT OFFERED",,
"O1852449","DRIVER","2ef30d3b2417805fc470858afd8b2a0c313ba73be51b60f343e3b8adf1598f40f0454cc72f10fb7218dba4555309940c779e59a52d7387e24466129e112f6b12","1764643","2024-06-28T16:45:00.000",,"CHICAGO","IL","60636","F","27","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DECLINED MEDICAL",,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852450","DRIVER","2ef30d3b2417805fc470858afd8b2a0c313ba73be51b60f343e3b8adf1598f40f0454cc72f10fb7218dba4555309940c779e59a52d7387e24466129e112f6b12","1764667","2024-06-28T16:45:00.000",,"CHICAGO","IL","60624","M","45","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DECLINED MEDICAL",,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
