"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"f741510762639ccb0baadb8f2aeffa72d32af2dd42d2b24c0e09f2a48ad5cd145d1848868df45f217f34731a104729773e394716495f8ec2227a08b3124b1422",,"2024-06-27T13:00:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T13:55:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3212","W","ADDISON ST","1733",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","13","5","6","41.946736269","-87.708425979","POINT (-87.708425979206 41.946736269406)"
"3a8d1363cd829fbb091f13f6641bb2bd9c9bbcab46af412aac385a4177e635dab2bac794e5468b60418c0e8a1bf260d71f3427a950f393fec82c48799150c39b",,"2024-06-27T12:57:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-27T12:59:00.000","IMPROPER BACKING","UNABLE TO DETERMINE","5529","W","MONTROSE AVE","1624",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","6","41.96038847","-87.765970109","POINT (-87.765970109277 41.960388470409)"
"c5b19157c28866ebde97c2359fe639811221fb99cfbb13ce4f9cf2438bb11b70dee88433754feebde3cca39d5b1a9ca07a72e37e314cc38d09109e3c47442063",,"2024-06-27T12:54:00.000","30","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-06-27T13:35:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","UNABLE TO DETERMINE","2020","S","ARCHER AVE","131",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","6","41.854975156","-87.630740815","POINT (-87.630740814768 41.854975156151)"
"75c4bd649012f436c479bff2b578ff1cff65452f5d16645a95ac934cf250cbab43e5b70b4a140663e3bcaf91cd0bb458eb196dd418a2695f8f6ff7300773e088",,"2024-06-27T12:50:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","OTHER OBJECT","ALLEY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-27T16:09:00.000","IMPROPER BACKING","NOT APPLICABLE","5030","W","LAWRENCE AVE","1623",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","6","41.968060746","-87.753901713","POINT (-87.753901712711 41.968060746447)"
"1a40fbf2ed29f2ea5045710700024f4fba738238057a4424b569385266417fe75d0a8550cac78882bd6988fe1e9abde96e654c8a272ee1c51186f1424b8f80e3",,"2024-06-27T12:45:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-27T13:19:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2228","S","WESTERN AVE","1034",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","6","41.851217114","-87.685764506","POINT (-87.685764506424 41.85121711426)"
"ade2a3917701e0372f4e4221acc2125a8ba5262dc5d908d1d9362590867c7ae4b1c4c60d2047a6939db7623364ccfa52c0255c17cb2120b27ba0b4228e08a6eb",,"2024-06-27T12:45:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PEDALCYCLIST","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","N",,,"$500 OR LESS","2024-06-27T12:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7400","S","HALSTED ST","733",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","2","0","12","5","6","41.759674582","-87.644420239","POINT (-87.644420238889 41.759674581874)"
"bff280ec154c0ec0bca0a35ea4975bf0ee1f47a597a2a5821da52aa0d33d45d77b97096b756a172ffc6ead11d22509d66b67212b6fb979e479d4a3f33adf9444",,"2024-06-27T12:45:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-27T13:55:00.000","IMPROPER OVERTAKING/PASSING","IMPROPER OVERTAKING/PASSING","6600","W","IRVING PARK RD","1632",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","6","41.952934829","-87.791711967","POINT (-87.791711966955 41.952934828618)"
"320721b9f87845090aebe0ec562f39221dc54abf3ca4e14dc7ec4cba44c9286204f45879a913cf6df1acc75cfb1b9ff10328d78823e0078683654a38cdac7154",,"2024-06-27T12:44:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y",,"$500 OR LESS","2024-06-27T12:44:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6354","S","CALUMET AVE","312",,"Y",,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","6","41.779052245","-87.617449819","POINT (-87.617449818501 41.779052244921)"
"4686a00fd4602c155c95432050a15e4a6b7839d3bab9c24f4eda23df1546c86f297869c310e7583246378beaa1b048beee01823c3c70bd35eaddd54df8147d79",,"2024-06-27T12:41:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y","Y","$501 - $1,500","2024-06-27T13:17:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","9211","S","COMMERCIAL AVE","424",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","6","41.727880191","-87.551061228","POINT (-87.55106122806 41.727880191213)"
"0fa59ab0206027d36565482bf05a3255e6e044c9c3824f9129437b70d9b887f87f72033814fa0df8c9e444532563c90f684d8dcc052b7a67487c02b2bd4b350f",,"2024-06-27T12:40:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T13:10:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","5534","S","ST LOUIS AVE","822",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","6","41.792351773","-87.711024169","POINT (-87.711024169163 41.792351773241)"
"32745af34857d568ad2a128bfbf96f146c1be3b180d0611579a285586403761cb958735f98e438842f3a34b488664babadf35d76a772e0253acc2d9bf9004798",,"2024-06-27T12:32:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-27T12:32:00.000","DISREGARDING TRAFFIC SIGNALS","NOT APPLICABLE","2300","W","LOGAN BLVD","1432",,,,,,,"2","NONINCAPACITATING INJURY","2","0","0","2","0","2","0","12","5","6","41.930504358","-87.685561053","POINT (-87.685561052555 41.930504357598)"
"15543ca67182b8e9fd7421a703986a38d31716b3d1f4d41530b6b7d4408a26bf4604bef398a717fb78c88383cee6da04ead2af138175b95df93073ca3cedd4cd",,"2024-06-27T12:30:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y","Y","$501 - $1,500","2024-06-27T13:10:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","8721","S","STONY ISLAND AVE","412",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","6","41.736267893","-87.585063969","POINT (-87.585063969477 41.73626789254)"
"17a5d55adf8c0225c511542b9b42367934c2d37bf315094abb573a36e1d3b1c9a48c3092873ccf8e9f7a81012053bc2f8f1b239193a765ba21c045c78c9efc33",,"2024-06-27T12:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","T-INTERSECTION",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-06-27T12:38:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","3831","W","ARMITAGE AVE","2535",,,,"Y","UNKNOWN",,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","12","5","6","41.917097258","-87.722941548","POINT (-87.722941547836 41.917097258235)"
"5cb330925ba84923f946a5caa673f2063144275690d4868449968c4d8a7a0844568cdf83c418f23755f3928c300c8cbd13bad2d67dbadd7d3ee25efd786b375e",,"2024-06-27T12:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T13:25:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","59","E","47TH ST","224",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","6","41.80916267","-87.6237346","POINT (-87.623734600402 41.809162669668)"
"acae6d03ef69989614208b086be6f4553c04f4c905c9a679316a777472c188f8c046e480e3e2df07414128b867a3851376e54db49c10ccce0a7367faf2597487",,"2024-06-27T12:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"N","$501 - $1,500","2024-06-27T16:31:00.000","UNABLE TO DETERMINE","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","8300","S","HOLLAND RD","622",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","6","41.743427333","-87.632181132","POINT (-87.632181132025 41.743427333057)"
"3e6cc1474c5e3e039f85b7cb089bb684283202a462e34efce6c55bd2b8624ca53638c72a03006cafc949bd756912ad29ce6ed7d2ead8c5d25569240db7e8a108",,"2024-06-27T12:23:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","OTHER NONCOLLISION","ALLEY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-27T12:41:00.000","DISTRACTION - FROM OUTSIDE VEHICLE","IMPROPER BACKING","5030","W","PENSACOLA AVE","1624",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","6","41.959849446","-87.753210081","POINT (-87.753210080699 41.959849446083)"
"12ba44e88489cdf676556f1bbf61dc4c5eb6678d82e49aff8ed2a8aa80ddb88311814cf7918d4fc5f8ed6c135f6ab0cb872694f864578912666a90b0e6aecf3f",,"2024-06-27T12:15:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T13:11:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","542","S","LAKE SHORE DR SB","114",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","6","41.874918058","-87.617496442","POINT (-87.617496442201 41.874918058222)"
"4c320e6b35711306f2d3ce4286c49925c46a40517b5041aa8d211915ec8585b509856e887cac9127ab6ad2921e5e83b644902cbeda62d2cef5259571f8aff211",,"2024-06-27T12:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T15:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2045","W","AUGUSTA BLVD","1212",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","6","41.899410693","-87.678944026","POINT (-87.678944026285 41.899410692582)"
"59eed081c32e8d990b35e745754e34f127d90710f1ee3e5d355730cf10be5b461038a3be8e9981bac881061f6b9f354379db6d0f9f8bba18b2889e8758b0a5aa",,"2024-06-27T12:13:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T18:35:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2725","W","MEDILL AVE","1431",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","12","5","6","41.923754858","-87.696649468","POINT (-87.696649467648 41.923754857802)"
"cb4c87ce1a41d650607a118ce94de2e45994935cddd7f7a5d86d1c36a33fd51f192a1ce024a56a36e37a00936d165227b769ac063d1e330e5140bef8b3ced100",,"2024-06-27T12:13:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-27T12:13:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3401","W","DEVON AVE","1711",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","12","5","6","41.997198399","-87.714346233","POINT (-87.714346233033 41.997198398678)"
"c8ba1dc04aa818b08eeee94b74fbc1d1f9d7a04baf45d735c39c876f47c3a8e35a1095d19af055d1d685340a37fa2dce8e3d4e241e5b60fd6488b5a244df21db",,"2024-06-27T12:10:00.000","25","STOP SIGN/FLASHER","NO CONTROLS","UNKNOWN","DAYLIGHT","ANGLE","T-INTERSECTION",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-06-27T15:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2252","E","73RD ST","333",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","6","41.762700093","-87.569191706","POINT (-87.56919170627 41.762700092905)"
"310246661acc6ef551e492d6d42153f90b0dbcbff8e941369e4d075bf2d1e6471ddcab1283897453f2f95cae43fcfd2c5fb872ebb5c365743e3f884230678d3e",,"2024-06-27T12:05:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-06-27T13:10:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","DISTRACTION - FROM OUTSIDE VEHICLE","4500","W","63RD ST","813",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","6","41.778624993","-87.735029364","POINT (-87.735029364106 41.778624993141)"
"a8822f3e6e99371f015e9ae7fbcc579a4ddec6a623a5b3c9233cebe363115cd02df167ee6b5db8122c43f95654b38832a06e99cb6e67c19e076c502ad334f658",,"2024-06-27T12:05:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-27T20:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2060","N","KOLMAR AVE","2522",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","6","41.918625358","-87.740196506","POINT (-87.740196505647 41.918625357879)"
"25abd0aeb7c7ba53cb7dfc02618cbde86da982bb6549e69f0c62c12bf2034b68114c782211eb321610409580410eeb33b9229b3e29c3e65336367ff6fd8581e3",,"2024-06-27T12:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-27T12:26:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","813","S","KOSTNER AVE","1131",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","12","5","6","41.870321553","-87.73496532","POINT (-87.734965319919 41.870321553402)"
"79f7fc3f29013f517971ec0503aa7bb52f81434eeb1109065a271d426efa7732d8bcaac4a240491c9b33b04eed418abb1091fd6b6a021ebd5ed008c6fe944267",,"2024-06-27T12:00:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-27T12:00:00.000","DRIVING ON WRONG SIDE/WRONG WAY","NOT APPLICABLE","2259","S","ST LOUIS AVE","1024",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","6","41.849936208","-87.712361968","POINT (-87.712361967705 41.849936208481)"
"8719c5bbf3efb4e4d64a588893b058d79316e7d74689c1d4fa435ab68ea898c331d49d4886d41c1ca9107bbd42e1d58a4a077fb392f79ff7b3a44a29fb7d9aee",,"2024-06-27T12:00:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-27T16:46:00.000","IMPROPER BACKING","IMPROPER BACKING","6532","S","KIMBARK AVE","321",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","6","41.775893574","-87.594689725","POINT (-87.594689724691 41.775893574401)"
"b3fda1ba102b5bd038cce749a184cb35365dbea2de4c3a24d09fa8befeb5bc9941f4430a99ebe53e0e31f7fedbe58977dd836d3a674289407878864278be3dfd",,"2024-06-27T11:44:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-27T12:39:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1500","N","LAKE SHORE DR","1824",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","6","41.90959743","-87.626312214","POINT (-87.626312214236 41.909597430399)"
"1dcf1ec446e8090c4afcc508aa93dfd4ad792fb11e7782033372a8ee810d4d0fd4daf292b19522e0bac50433ddf0c30dbe8eb2e9364547209a8f00a4012b03fd","N","2024-06-27T11:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-27T14:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4638","W","BARRY AVE","2521",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","5","6","41.93715629","-87.743687738","POINT (-87.743687737585 41.937156289986)"
"3c642ba63bfa12e3d5f68c3cf2594181880250251c46a1ae089908c862fc08059fe1bad7e3b40d18553eb8219bee14c878563f9ac1d86be53fa6ad27165bfb85",,"2024-06-27T11:30:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T12:20:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2349","S","HARDING AVE","1013",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","5","6","41.848418152","-87.723287644","POINT (-87.7232876436 41.848418152424)"
"58340d609194fe875937e809f13dc4c90c1593a5196f3c6f9a73236694e41bb092ec85e2e1ee269a6f6cc9ed812d364adfb0bff21a1ca2b0b8d4cbe972df3c6e",,"2024-06-27T11:30:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT ON GRADE","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y",,"$501 - $1,500","2024-06-27T12:15:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3201","N","BROADWAY","1925",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","5","6","41.940102022","-87.644254414","POINT (-87.64425441373 41.940102022465)"
"79de7f14e59daf0a5367efe665cd146f047ca9daf2331d3d0761b0542af1bafc5d183598e8fec41b75fbdbdf833181df572e3e0e5a600e1b828d5a274b0a4667",,"2024-06-27T11:30:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PEDALCYCLIST","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-27T11:37:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","624","W","31ST ST","914",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","11","5","6","41.838200519","-87.642496641","POINT (-87.642496640794 41.838200519287)"
"93a014605e55953121bdec8362d5f3434715c70396f218604cfcc9ddb730d7e92b748719150a658f8f111fe263f074d0c7cae11d3f1983d94d0d3d407e091599",,"2024-06-27T11:30:00.000","25","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-06-27T12:12:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","11558","S","TORRENCE AVE","434",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","6","41.684746488","-87.559523986","POINT (-87.559523986341 41.684746487606)"
"b03fe9000ed4fb7f521a844f689fb70145fbafa163bad59e5030374b1258a4e0a2f28be388bd58e0c2d7fb84b34a478096f8aa23bc5949d5f7736063758d0054",,"2024-06-27T11:23:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PEDESTRIAN","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-06-27T11:23:00.000","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","NOT APPLICABLE","4959","W","DIVERSEY AVE","2521",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","6","41.931359264","-87.751379183","POINT (-87.751379182607 41.931359263516)"
"f8f678f5809ee5a65e2eaa21f4e546883e57efc8656c75a039b6f21cb5b1254e14ce9eb67b84a2b2994f2e906e13b16007df77e1a94652fb0af3cfcf168fa111",,"2024-06-27T11:22:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-06-27T12:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4220","S","PULASKI RD","815",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","6","41.81630182","-87.724036612","POINT (-87.724036611914 41.816301820237)"
"e1973de34a88de1aaf4b51ecdd46e06eafe777820e08fdeb889319fb72041aaed11bf4004befe7365c6b18bb3d25f241ed17dc33cc7c13bc6f275b5e10e97728",,"2024-06-27T11:18:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-06-27T11:20:00.000","RELATED TO BUS STOP","NOT APPLICABLE","3500","N","SPAULDING AVE","1733","Y","Y",,"Y","CONSTRUCTION",,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","5","6","41.945178381","-87.709950349","POINT (-87.709950348944 41.945178381298)"
"9fb31d205bcdfc996b6a77d45eb6603d3b33dac1dbdf091e69e4845ca33dd51bd62aa83ef05d7a1583d40abb2eaab2cde62ad0815ec7e177a4f6b5441d1e4598",,"2024-06-27T11:15:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2024-06-27T18:43:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","7901","S","CICERO AVE","834",,,,,,,"2","NONINCAPACITATING INJURY","2","0","0","2","0","1","0","11","5","6","41.749065056","-87.741203904","POINT (-87.741203904025 41.749065056465)"
